STATE	Posterior	Log-likelihood	Log-prior	Partition
545000	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545200	-110.11768088289548	-100.62019118447958	-9.497489698415897	[[0,3,4,5],[1,2,6,7,8,9]]
545300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545400	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545500	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545700	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545800	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
545900	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
546000	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
546100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
546200	-111.86647578499311	-104.17057847672152	-7.695897308271603	[[0,1,2,4,6,7,8,9],[3,5]]
546300	-114.67511835443727	-105.82425582094643	-8.850862533490844	[[0,2,4,6,7,8,9],[1,3,5]]
546400	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
546500	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
546600	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
546700	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
546800	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
546900	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
547000	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
547100	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
547200	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
547300	-110.11768088289548	-100.62019118447958	-9.497489698415897	[[0,3,4,5],[1,2,6,7,8,9]]
547400	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
547500	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
547600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
547700	-114.5798361425747	-104.76389271304028	-9.81594342953443	[[0,1,6,7,8,9],[2],[3,4,5]]
547800	-110.11768088289548	-100.62019118447958	-9.497489698415897	[[0,3,4,5],[1,2,6,7,8,9]]
547900	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
548000	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
548100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
548200	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
548300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
548400	-113.44267997588807	-103.62673654635364	-9.81594342953443	[[0,2,6,7,8,9],[1],[3,4,5]]
548500	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
548600	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
548700	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
548800	-113.90424929606735	-104.08830586653292	-9.81594342953443	[[0,1,2,3,4,5],[6,7,8],[9]]
548900	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
549000	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
549100	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
549200	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
549300	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
549400	-110.11768088289548	-100.62019118447958	-9.497489698415897	[[0,3,4,5],[1,2,6,7,8,9]]
549500	-114.44987656110197	-105.64157364202993	-8.808302919072046	[[0,1,2,6,7,8,9],[3,4],[5]]
549600	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
549700	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
549800	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
549900	-113.83801288589603	-107.99600682795949	-5.84200605793654	[[0,1,2,4,5,6,7,8,9],[3]]
550000	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
550100	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
550200	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
550300	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
550400	-113.46188018815798	-107.61987413022143	-5.84200605793654	[[0,1,2,3,5,6,7,8,9],[4]]
550500	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
550600	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
550700	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
550800	-114.84107707393733	-105.0251336444029	-9.81594342953443	[[0,1,2,6,7,8],[3,4,5],[9]]
550900	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
551000	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
551100	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
551200	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
551300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
551400	-113.63797174044774	-104.82966882137569	-8.808302919072046	[[0,1,2,6,7,8,9],[3,5],[4]]
551500	-112.49453265052144	-104.79863534224984	-7.695897308271603	[[0,1,2,5,6,7,8,9],[3,4]]
551600	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
551700	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
551800	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
551900	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
552000	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
552100	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
552200	-111.86647578499311	-104.17057847672152	-7.695897308271603	[[0,1,2,4,6,7,8,9],[3,5]]
552300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
552400	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
552500	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
552600	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
552700	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
552800	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
552900	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
553000	-113.90424929606735	-104.08830586653292	-9.81594342953443	[[0,1,2,3,4,5],[6,7,8],[9]]
553100	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
553200	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
553300	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
553400	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
553500	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
553600	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
553700	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
553800	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
553900	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
554000	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
554100	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
554200	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
554300	-113.55669076329528	-103.2669629816752	-10.289727781620071	[[0,3,4,5],[1],[2,6,7,8,9]]
554400	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
554500	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
554600	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
554700	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
554800	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
554900	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
555000	-113.90424929606735	-104.08830586653292	-9.81594342953443	[[0,1,2,3,4,5],[6,7,8],[9]]
555100	-111.61515361261188	-102.76429107912104	-8.850862533490844	[[0,1,2,3,4,5,9],[6,7,8]]
555200	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
555300	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
555400	-110.60798640680653	-101.11049670839063	-9.497489698415897	[[0,1,6,7,8,9],[2,3,4,5]]
555500	-113.55669076329528	-103.2669629816752	-10.289727781620071	[[0,3,4,5],[1],[2,6,7,8,9]]
555600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
555700	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
555800	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
555900	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556000	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556100	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556200	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556300	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556400	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556500	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556600	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556700	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556800	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
556900	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
557000	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
557100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
557200	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
557300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
557400	-110.89355376725152	-101.39606406883561	-9.497489698415897	[[0,2,6,7,8,9],[1,3,4,5]]
557500	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
557600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
557700	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
557800	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
557900	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
558000	-114.15521808878056	-103.86549030716048	-10.289727781620071	[[0,1,3,5],[2,6,7,8,9],[4]]
558100	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
558200	-113.60703763761482	-103.31730985599475	-10.289727781620071	[[0,1,2,3,5],[4],[6,7,8,9]]
558300	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
558400	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
558500	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
558600	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
558700	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
558800	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
558900	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
559000	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
559100	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
559200	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
559300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
559400	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
559500	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
559600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
559700	-113.44267997588807	-103.62673654635364	-9.81594342953443	[[0,2,6,7,8,9],[1],[3,4,5]]
559800	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
559900	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
560000	-110.89355376725152	-101.39606406883561	-9.497489698415897	[[0,2,6,7,8,9],[1,3,4,5]]
560100	-110.89355376725152	-101.39606406883561	-9.497489698415897	[[0,2,6,7,8,9],[1,3,4,5]]
560200	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
560300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
560400	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
560500	-111.61515361261188	-102.76429107912104	-8.850862533490844	[[0,1,2,3,4,5,9],[6,7,8]]
560600	-111.61515361261188	-102.76429107912104	-8.850862533490844	[[0,1,2,3,4,5,9],[6,7,8]]
560700	-111.61515361261188	-102.76429107912104	-8.850862533490844	[[0,1,2,3,4,5,9],[6,7,8]]
560800	-111.61515361261188	-102.76429107912104	-8.850862533490844	[[0,1,2,3,4,5,9],[6,7,8]]
560900	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
561000	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
561100	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
561200	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
561300	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
561400	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
561500	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
561600	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
561700	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
561800	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
561900	-114.15521808878056	-103.86549030716048	-10.289727781620071	[[0,1,3,5],[2,6,7,8,9],[4]]
562000	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
562100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
562200	-110.11768088289548	-100.62019118447958	-9.497489698415897	[[0,3,4,5],[1,2,6,7,8,9]]
562300	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
562400	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
562500	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
562600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
562700	-110.11768088289548	-100.62019118447958	-9.497489698415897	[[0,3,4,5],[1,2,6,7,8,9]]
562800	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
562900	-111.86647578499311	-104.17057847672152	-7.695897308271603	[[0,1,2,4,6,7,8,9],[3,5]]
563000	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
563100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
563200	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
563300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
563400	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
563500	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
563600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
563700	-112.49453265052144	-104.79863534224984	-7.695897308271603	[[0,1,2,5,6,7,8,9],[3,4]]
563800	-113.46188018815798	-107.61987413022143	-5.84200605793654	[[0,1,2,3,5,6,7,8,9],[4]]
563900	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564000	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564100	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564200	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564300	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564400	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564500	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564600	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564700	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
564800	-111.86647578499311	-104.17057847672152	-7.695897308271603	[[0,1,2,4,6,7,8,9],[3,5]]
564900	-111.86647578499311	-104.17057847672152	-7.695897308271603	[[0,1,2,4,6,7,8,9],[3,5]]
565000	-111.86647578499311	-104.17057847672152	-7.695897308271603	[[0,1,2,4,6,7,8,9],[3,5]]
565100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
565200	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
565300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
565400	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
565500	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
565600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
565700	-116.13256192862964	-104.91127594300463	-11.221285985625016	[[0,2],[1,6,7,8,9],[3,4,5]]
565800	-110.60798640680653	-101.11049670839063	-9.497489698415897	[[0,1,6,7,8,9],[2,3,4,5]]
565900	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566000	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566100	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566200	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566400	-113.63797174044774	-104.82966882137569	-8.808302919072046	[[0,1,2,6,7,8,9],[3,5],[4]]
566500	-110.60798640680653	-101.11049670839063	-9.497489698415897	[[0,1,6,7,8,9],[2,3,4,5]]
566600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566700	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566800	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
566900	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
567000	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
567100	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
567200	-116.7580918695979	-106.94214844006348	-9.81594342953443	[[0,1,6,7,8,9],[2,3,5],[4]]
567300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
567400	-111.86647578499311	-104.17057847672152	-7.695897308271603	[[0,1,2,4,6,7,8,9],[3,5]]
567500	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
567600	-112.49453265052144	-104.79863534224984	-7.695897308271603	[[0,1,2,5,6,7,8,9],[3,4]]
567700	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
567800	-113.98914448421866	-108.14713842628211	-5.84200605793654	[[0,1,2,3,4,6,7,8,9],[5]]
567900	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
568000	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
568100	-113.83801288589603	-107.99600682795949	-5.84200605793654	[[0,1,2,4,5,6,7,8,9],[3]]
568200	-113.98914448421866	-108.14713842628211	-5.84200605793654	[[0,1,2,3,4,6,7,8,9],[5]]
568300	-113.46188018815798	-107.61987413022143	-5.84200605793654	[[0,1,2,3,5,6,7,8,9],[4]]
568400	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
568500	-108.93366887976437	-104.32842544897676	-4.60524343078761	[[0,1,2,3,4,5,6,7,8,9]]
568600	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
568700	-110.60798640680653	-101.11049670839063	-9.497489698415897	[[0,1,6,7,8,9],[2,3,4,5]]
568800	-113.55669076329528	-103.2669629816752	-10.289727781620071	[[0,3,4,5],[1],[2,6,7,8,9]]
568900	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
569000	-114.15521808878056	-103.86549030716048	-10.289727781620071	[[0,1,3,5],[2,6,7,8,9],[4]]
569100	-125.59236138936532	-114.85064848400219	-10.74171290536313	[[0,3,5],[1],[2,4,6,7,8],[9]]
569200	-113.90424929606735	-104.08830586653292	-9.81594342953443	[[0,1,2,3,4,5],[6,7,8],[9]]
569300	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
569400	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
569500	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
569600	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
569700	-108.84211916761585	-99.1355376713414	-9.706581496274456	[[0,1,3,4,5],[2,6,7,8,9]]
569800	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
569900	-111.61515361261188	-102.76429107912104	-8.850862533490844	[[0,1,2,3,4,5,9],[6,7,8]]
570000	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
570100	-107.92567926276121	-98.42818956434532	-9.497489698415897	[[0,1,2,3,4,5],[6,7,8,9]]
570200	-110.12951211184088	-100.42293061556643	-9.706581496274456	[[0,2,3,4,5],[1,6,7,8,9]]
570300	-107.99933821151286	-99.14847567802202	-8.850862533490844	[[0,1,2,6,7,8,9],[3,4,5]]
